property_id,micro_market,sector,latitude,longitude,distance_to_center_km,rooms,floor_area_m2,quality_score,building_age_years,amenity_density,local_tax_rate,income_zone_rating,transit_proximity_score,green_space_ratio,crime_index,school_rating,noise_level_db,energy_label,parking_available,has_balcony,last_renovation_year,valuation_eur
PROP-07004,North,Private Rental,52.423862,4.912509,6.29,3,96.9,0.5982,6,0.503,0.003678,3,0.256,0.4097,0.2094,5.3,66.0,2,1,0,2020,370400.0
PROP-07005,North,Home Ownership,52.402356,4.919185,4.48,5,130.5,0.4077,4,0.3632,0.003092,2,0.5215,0.6322,0.145,5.3,67.2,1,1,1,2023,545500.0
PROP-07006,South,Home Ownership,52.32023,4.875869,5.92,5,157.5,0.27,20,0.6954,0.003731,5,0.3125,0.4597,0.0975,6.1,66.8,4,0,0,2009,546800.0
PROP-07007,South,Social Rental,52.36441,4.861953,3.72,4,129.1,0.1318,1,0.8944,0.00396,3,0.5867,0.6494,0.1965,5.9,66.1,1,1,0,2024,372400.0
PROP-07008,East,Home Ownership,52.36923,4.951473,6.27,4,108.5,0.3511,18,0.6114,0.00447,3,0.3681,0.4938,0.2833,4.8,50.7,3,1,1,2010,445300.0
PROP-07009,West,Social Rental,52.378369,4.824318,7.9,2,62.9,0.0757,29,0.6576,0.003517,3,0.1447,0.3036,0.3122,3.8,52.4,3,1,0,1995,193400.0
PROP-07010,South,Social Rental,52.314763,4.860751,7.21,4,112.6,0.2643,20,0.7487,0.004604,4,0.2347,0.4964,0.0489,4.4,47.4,5,1,0,2007,328400.0
PROP-07011,South,Private Rental,52.333871,4.885812,4.14,4,107.0,0.8193,76,0.8113,0.003945,4,0.549,0.3199,0.1887,5.0,69.1,4,1,0,1950,605000.0
PROP-07012,South,Social Rental,52.340933,4.885191,3.41,3,97.0,0.3681,1,0.8093,0.003934,4,0.3961,0.3168,0.0513,9.0,47.9,1,1,1,2024,364200.0
PROP-07013,East,Home Ownership,52.370996,4.970896,8.43,5,134.3,0.1747,1,0.7319,0.003929,3,0.0869,0.5324,0.4297,8.5,59.7,1,1,0,2024,468400.0
PROP-07014,Center,Social Rental,52.37436,4.899866,0.73,4,90.4,0.359,5,1.0,0.004654,4,0.9407,0.0253,0.09,4.5,38.9,1,0,1,2024,453200.0
PROP-07015,Center,Home Ownership,52.37903,4.915855,2.52,4,116.2,0.443,25,0.8773,0.004323,4,0.5214,0.2532,0.1384,5.3,50.2,4,1,1,2012,839500.0
PROP-07016,West,Home Ownership,52.386034,4.834145,6.99,5,123.0,0.2799,39,0.6895,0.003468,3,0.0695,0.0952,0.1714,4.3,53.5,6,0,0,1990,398800.0
PROP-07017,East,Social Rental,52.351034,4.940686,5.49,4,94.3,0.7237,23,0.5216,0.004203,3,0.3104,0.4259,0.2027,5.3,59.9,3,0,0,2014,334800.0
PROP-07018,West,Private Rental,52.379699,4.857443,4.31,5,108.5,0.9084,38,0.3961,0.003108,3,0.5816,0.2,0.1977,3.9,62.9,3,0,1,2007,575000.0
PROP-07019,West,Social Rental,52.355128,4.865137,3.7,4,116.8,0.8743,11,0.6092,0.003995,3,0.6263,0.4847,0.1222,9.3,47.2,2,1,1,2018,401300.0
PROP-07020,West,Private Rental,52.379578,4.83962,6.24,3,69.6,0.5379,10,0.6337,0.0041,3,0.316,0.1643,0.3397,6.9,62.4,2,1,1,2021,439000.0
PROP-07021,Center,Social Rental,52.350066,4.876867,2.99,2,62.3,0.7902,8,1.0,0.004836,5,0.6567,0.2544,0.0,5.8,50.5,1,1,0,2024,430300.0
PROP-07022,Center,Social Rental,52.376335,4.936677,4.68,3,86.3,0.9744,2,0.8914,0.003905,4,0.4037,0.5854,0.1981,7.5,47.1,3,1,0,2022,482300.0
PROP-07023,East,Social Rental,52.356422,4.954002,6.72,3,98.8,0.118,12,0.5869,0.003925,4,0.0517,0.6932,0.1793,8.8,72.0,4,1,0,2013,238400.0
PROP-07024,Center,Social Rental,52.374019,4.868536,2.97,2,68.0,0.3129,31,0.9361,0.004666,5,0.6187,0.093,0.0747,5.3,46.6,6,1,0,2008,320700.0
PROP-07025,North,Social Rental,52.403638,4.925311,5.03,2,51.8,0.4745,20,0.5297,0.003904,3,0.4386,0.6364,0.0,2.3,46.2,5,1,0,2016,204800.0
PROP-07026,North,Home Ownership,52.384449,4.885878,1.9,4,102.9,0.9565,16,0.4708,0.003989,4,0.8897,0.4032,0.3112,5.4,48.0,2,0,1,2024,663000.0
PROP-07027,Center,Social Rental,52.369732,4.888527,0.72,5,165.2,0.2984,17,0.9894,0.004581,3,0.9998,0.0987,0.0,6.1,37.4,5,1,0,2021,516200.0
PROP-07028,North,Home Ownership,52.39775,4.895615,3.08,5,161.2,0.2129,6,0.3547,0.003966,3,0.6266,0.648,0.2237,7.6,56.9,3,0,1,2024,549400.0
PROP-07029,West,Home Ownership,52.379837,4.855476,4.52,5,140.8,0.3628,61,0.5291,0.003745,3,0.2823,0.0775,0.2362,4.2,47.7,5,0,0,1993,569600.0
PROP-07030,East,Private Rental,52.374335,4.916903,2.48,4,91.4,0.8089,120,0.7657,0.003878,4,0.8167,0.3107,0.0,5.7,41.2,4,1,0,1914,475400.0
PROP-07031,East,Social Rental,52.37414,4.899787,0.7,5,152.0,0.3343,4,0.5383,0.004335,3,0.7494,0.5743,0.2026,3.3,38.9,1,0,1,2022,393000.0
PROP-07032,North,Social Rental,52.379347,4.908842,1.85,3,88.9,0.863,76,0.5218,0.003661,3,0.76,0.4017,0.138,3.8,63.9,3,0,0,1949,250600.0
PROP-07033,East,Social Rental,52.346466,4.926942,4.4,4,131.4,0.8478,38,0.5544,0.003928,3,0.5293,0.1405,0.1248,6.2,52.5,5,0,1,2008,392900.0
PROP-07034,East,Social Rental,52.370583,4.940276,5.03,5,96.8,0.2566,15,0.7214,0.004368,3,0.3577,0.2285,0.1396,3.6,61.5,3,1,1,2023,326200.0
PROP-07035,East,Home Ownership,52.363892,4.941287,5.18,5,105.5,0.6437,13,0.6432,0.003958,3,0.0212,0.1023,0.2719,6.1,56.6,4,0,1,2022,623800.0
PROP-07036,South,Social Rental,52.349375,4.878075,2.96,2,44.7,0.3416,4,0.7322,0.004275,4,0.7011,0.3891,0.0,6.2,45.9,3,0,0,2024,294600.0
PROP-07037,East,Home Ownership,52.365632,4.963555,7.63,4,92.6,0.0637,3,0.705,0.004092,4,0.0457,0.4164,0.1224,5.3,51.5,2,0,0,2022,389100.0
PROP-07038,West,Private Rental,52.389994,4.829106,7.64,5,120.7,0.6226,1,0.6475,0.003722,3,0.0,0.3935,0.1552,7.4,59.5,2,1,1,2024,579000.0
PROP-07039,South,Home Ownership,52.346883,4.869798,3.8,4,136.0,0.0668,12,0.8291,0.004109,4,0.4092,0.2344,0.1599,8.5,54.3,5,1,0,2013,467900.0
PROP-07040,West,Private Rental,52.368106,4.841732,5.92,4,111.8,0.9089,3,0.6162,0.003926,3,0.0049,0.2114,0.1752,7.0,53.4,1,0,1,2021,553500.0
PROP-07041,West,Social Rental,52.389517,4.857503,4.69,3,93.9,0.099,18,0.6571,0.003652,3,0.273,0.4331,0.21,2.2,51.8,3,1,1,2016,237600.0
PROP-07042,West,Social Rental,52.357382,4.818027,8.66,3,101.8,0.682,35,0.6842,0.003674,3,0.0,0.425,0.303,6.1,58.7,7,0,1,1993,297900.0
PROP-07043,West,Social Rental,52.373576,4.823119,7.99,4,93.3,0.3408,5,0.4532,0.003507,2,0.0,0.2637,0.1605,5.6,64.3,2,0,0,2024,277000.0
PROP-07044,West,Home Ownership,52.362526,4.826066,7.7,3,87.2,0.6965,46,0.6539,0.003738,4,0.1018,0.2761,0.0,5.8,62.5,7,1,1,1979,499000.0
PROP-07045,West,Home Ownership,52.350764,4.822454,8.33,3,79.2,0.4562,22,0.7309,0.003241,3,0.0,0.2726,0.2613,4.1,67.7,4,0,1,2015,342900.0
PROP-07046,East,Social Rental,52.353566,4.941276,5.45,2,50.9,0.8841,13,0.5917,0.00416,4,0.3925,0.6504,0.3592,4.9,54.5,2,1,1,2024,327100.0
PROP-07047,South,Social Rental,52.340137,4.879128,3.75,4,82.0,0.238,4,0.9326,0.004374,4,0.5496,0.583,0.2674,8.2,58.0,3,1,0,2024,359700.0
PROP-07048,South,Private Rental,52.342304,4.883442,3.33,3,88.4,0.636,57,0.6759,0.003829,4,0.6442,0.0606,0.3002,3.2,44.5,6,0,0,1992,509200.0
PROP-07049,East,Private Rental,52.366386,4.94942,6.05,5,159.4,0.5828,9,0.5415,0.003785,4,0.0721,0.5436,0.4117,5.5,69.3,1,1,0,2017,557000.0
PROP-07050,South,Social Rental,52.339638,4.853962,5.67,2,53.6,0.7802,1,0.7283,0.004207,4,0.2691,0.2259,0.2335,6.1,54.3,1,1,0,2023,346100.0
PROP-07051,East,Social Rental,52.355521,4.934149,4.63,3,93.1,0.8212,19,0.624,0.004216,4,0.3371,0.5478,0.2673,7.7,56.7,4,1,0,2009,341200.0
PROP-07052,North,Social Rental,52.416117,4.90769,5.31,3,105.4,0.5435,4,0.4138,0.004001,3,0.2727,0.3454,0.3085,7.4,59.3,2,1,0,2024,246100.0
PROP-07053,West,Social Rental,52.359293,4.82469,7.89,4,124.7,0.8932,7,0.6666,0.003582,4,0.092,0.2542,0.3768,4.6,50.5,2,1,1,2024,401100.0
PROP-07054,East,Social Rental,52.36518,4.937966,4.8,4,105.6,0.4325,10,0.5921,0.003708,3,0.2594,0.2475,0.3463,6.9,49.4,5,1,0,2024,311200.0
PROP-07055,East,Social Rental,52.360659,4.932041,4.24,3,76.1,0.4981,37,0.5964,0.003689,3,0.5946,0.2975,0.0,4.2,34.8,3,1,1,1999,289600.0
PROP-07056,Center,Social Rental,52.367957,4.866788,3.14,3,107.1,0.7232,89,0.9345,0.004357,3,0.5752,0.496,0.1068,9.4,53.8,7,0,1,1937,380900.0
PROP-07057,North,Social Rental,52.380146,4.901332,1.33,2,66.7,0.9967,52,0.3907,0.003422,3,0.6606,0.3985,0.2605,3.3,41.9,7,0,1,1977,245000.0
PROP-07058,South,Private Rental,52.357032,4.854974,4.67,4,101.2,0.9546,22,0.7885,0.004307,2,0.4708,0.2608,0.5411,5.3,63.0,4,0,0,2024,627200.0
PROP-07059,East,Private Rental,52.367914,4.939733,4.97,3,63.8,0.615,24,0.5829,0.003921,3,0.1096,0.2403,0.1613,4.7,49.3,3,1,1,2015,437500.0
PROP-07060,West,Social Rental,52.396471,4.835806,7.2,4,93.9,0.4929,2,0.6355,0.003608,4,0.1301,0.4352,0.3241,3.7,62.4,2,0,0,2024,293400.0
PROP-07061,North,Home Ownership,52.406792,4.89372,4.09,5,142.0,0.1249,37,0.3722,0.003476,3,0.4871,0.4078,0.1753,5.1,38.4,7,1,0,1997,336400.0
PROP-07062,South,Social Rental,52.325457,4.854547,6.68,2,49.3,0.7104,18,0.8682,0.004123,4,0.077,0.0212,0.219,6.5,46.0,3,1,0,2007,334000.0
PROP-07063,East,Home Ownership,52.35935,4.947401,5.94,3,74.0,0.3608,22,0.6641,0.003905,3,0.2162,0.5732,0.0581,3.7,58.1,2,1,1,2003,401300.0
PROP-07064,West,Social Rental,52.35723,4.842542,5.99,4,104.2,0.7912,49,0.6414,0.003754,3,0.3127,0.3337,0.3529,6.7,63.7,3,1,0,1975,331000.0
PROP-07065,South,Social Rental,52.336556,4.897601,3.72,2,49.9,0.5566,25,0.7319,0.004602,3,0.4893,0.2633,0.1534,5.4,48.1,2,0,0,2007,301100.0
PROP-07066,North,Home Ownership,52.413678,4.915337,5.35,4,112.4,0.7372,13,0.5121,0.00343,2,0.2222,0.153,0.0804,4.6,60.0,3,1,1,2022,684100.0
PROP-07067,West,Social Rental,52.368197,4.809839,9.45,3,67.9,0.9657,52,0.659,0.003623,3,0.0,0.5063,0.0914,6.9,59.4,6,0,1,1977,289100.0
PROP-07068,East,Social Rental,52.378007,4.962228,7.52,2,67.6,0.671,17,0.5408,0.003406,3,0.2284,0.1432,0.3536,3.2,62.0,2,1,0,2013,291400.0
PROP-07069,North,Home Ownership,52.39696,4.87827,3.52,5,149.1,0.0398,8,0.3991,0.003887,2,0.7276,0.6419,0.1156,4.4,40.4,1,1,0,2018,387700.0
PROP-07070,Center,Social Rental,52.369958,4.912903,1.99,2,52.8,0.7796,1,0.9327,0.004865,5,0.7834,0.3558,0.0494,5.6,53.3,2,0,1,2024,430400.0
PROP-07071,East,Home Ownership,52.363575,4.91733,2.58,3,82.6,0.3297,34,0.7143,0.003859,3,0.7837,0.0545,0.1201,3.7,40.2,7,1,0,1991,381600.0
PROP-07072,Center,Home Ownership,52.379554,4.884742,1.56,5,165.6,0.3316,18,1.0,0.00501,5,0.9429,0.2468,0.1254,7.9,42.8,4,0,0,2023,913900.0
PROP-07073,South,Private Rental,52.360131,4.876606,2.32,3,81.6,0.9904,12,0.7227,0.004546,3,0.6867,0.1286,0.2559,6.3,57.8,2,0,1,2013,653300.0
PROP-07074,West,Social Rental,52.356166,4.832082,7.15,2,56.3,0.9476,4,0.5168,0.004123,4,0.2173,0.0883,0.4165,5.6,51.6,1,1,0,2020,294100.0
PROP-07075,East,Social Rental,52.399441,4.948711,6.8,4,123.0,0.5168,40,0.6109,0.003731,3,0.1606,0.4805,0.171,5.2,54.4,7,1,1,1989,308000.0
PROP-07076,South,Social Rental,52.319981,4.858882,6.85,2,60.4,0.6936,21,0.8298,0.004163,3,0.1949,0.1803,0.0522,6.8,69.5,2,1,1,2018,350000.0
PROP-07077,South,Social Rental,52.344747,4.88566,2.99,2,66.0,0.2606,13,0.8793,0.003934,3,0.6873,0.5609,0.3729,6.2,60.5,3,1,0,2024,279200.0
PROP-07078,South,Social Rental,52.328795,4.882845,4.77,2,49.6,0.0472,3,0.8214,0.003745,4,0.3868,0.3297,0.2631,5.1,58.0,2,0,1,2024,237900.0
PROP-07079,East,Home Ownership,52.358287,4.957123,7.02,3,83.3,0.7892,18,0.6897,0.004565,4,0.0828,0.0,0.267,4.4,63.4,4,0,1,2024,585500.0
PROP-07080,West,Home Ownership,52.356354,4.838402,6.46,2,48.7,0.8361,41,0.5584,0.003342,4,0.0719,0.0059,0.3204,6.2,51.7,5,0,1,1985,452900.0
PROP-07081,West,Social Rental,52.368635,4.844591,5.6,2,59.0,0.1796,40,0.6372,0.003407,3,0.2505,0.3616,0.1385,3.9,64.2,7,1,1,1990,207700.0
PROP-07082,East,Home Ownership,52.354628,4.943244,5.62,4,112.0,0.0835,25,0.5635,0.004514,4,0.2622,0.317,0.2239,7.5,55.9,3,0,1,2005,388800.0
PROP-07083,South,Social Rental,52.334378,4.884641,4.12,2,70.3,0.7016,6,0.7481,0.004876,4,0.3256,0.5448,0.164,4.1,32.7,3,0,0,2019,324200.0
PROP-07084,East,Private Rental,52.369273,4.947371,5.81,5,107.9,0.5626,13,0.6557,0.004173,3,0.2597,0.1491,0.0268,8.0,56.2,4,1,1,2018,545400.0
PROP-07085,East,Private Rental,52.361219,4.951852,6.39,5,120.1,0.7955,33,0.7759,0.003783,3,0.2596,0.0012,0.0722,5.7,52.0,7,0,0,1991,548500.0
PROP-07086,West,Home Ownership,52.360499,4.819818,8.41,4,122.1,0.8634,20,0.5933,0.003876,3,0.0,0.3545,0.1699,5.4,70.0,3,1,0,2004,752000.0
PROP-07087,Center,Home Ownership,52.366368,4.896252,0.43,4,124.6,0.7715,50,0.8528,0.004731,4,1.0,0.4092,0.1485,8.5,35.8,4,1,1,1989,850400.0
PROP-07088,South,Social Rental,52.344187,4.887226,2.99,3,63.4,0.428,66,0.919,0.003927,4,0.7333,0.345,0.3688,5.8,58.6,4,0,0,1982,297500.0
PROP-07089,East,Social Rental,52.344643,4.969956,8.78,4,114.7,0.2413,2,0.5465,0.00427,4,0.0,0.4056,0.0168,5.4,58.2,1,0,0,2024,292300.0
PROP-07090,Center,Private Rental,52.360536,4.872189,2.74,3,105.7,0.8922,11,0.9707,0.004096,5,0.6394,0.2337,0.0,5.4,60.1,5,0,1,2020,725400.0
PROP-07091,Center,Social Rental,52.36694,4.912319,1.95,3,77.8,0.8497,14,1.0,0.004588,4,0.6175,0.2896,0.0634,8.7,38.6,3,0,1,2024,455700.0
PROP-07092,South,Social Rental,52.330019,4.898073,4.45,4,115.5,0.3956,20,0.9134,0.003835,4,0.4849,0.0387,0.034,4.0,57.7,5,1,0,2009,392100.0
PROP-07093,Center,Social Rental,52.382229,4.878961,2.24,3,90.9,0.2314,32,1.0,0.004617,4,0.6273,0.1104,0.0572,8.0,45.1,5,0,1,1997,338200.0
PROP-07094,South,Home Ownership,52.35874,4.857637,4.33,3,81.6,0.0437,19,0.7609,0.003832,4,0.4907,0.0799,0.2991,6.8,44.7,2,1,1,2024,224600.0
PROP-07095,West,Home Ownership,52.361603,4.848065,5.29,2,72.2,0.092,1,0.5758,0.004228,3,0.2428,0.3972,0.0,7.3,52.1,3,1,1,2024,320500.0
PROP-07096,West,Home Ownership,52.37855,4.830734,7.2,4,132.7,0.8505,10,0.6341,0.003715,4,0.2251,0.4662,0.1675,4.5,59.6,3,1,0,2017,814200.0
PROP-07097,East,Home Ownership,52.369752,4.910542,1.73,4,113.5,0.0431,6,0.6479,0.003974,3,0.6806,0.075,0.1204,7.0,67.6,1,0,0,2024,427100.0
PROP-07098,East,Private Rental,52.335185,4.94715,6.96,4,107.2,0.9755,62,0.5536,0.003785,3,0.2308,0.2231,0.0406,1.2,70.7,4,1,0,1963,554100.0
PROP-07099,West,Social Rental,52.361355,4.854285,4.62,2,53.7,0.2827,16,0.5967,0.004372,4,0.3286,0.5895,0.2836,4.0,54.9,5,0,0,2010,218300.0
PROP-07100,East,Private Rental,52.379789,4.919325,2.91,5,124.2,0.8111,29,0.6316,0.004047,3,0.8044,0.4101,0.2348,6.2,32.2,3,1,0,2010,616100.0
PROP-07101,North,Social Rental,52.39292,4.902988,2.69,3,106.7,0.9382,3,0.4806,0.003443,2,0.5117,0.4864,0.1802,5.5,40.4,1,0,0,2024,314400.0
PROP-07102,East,Social Rental,52.363505,4.948096,5.94,4,114.9,0.6041,23,0.7051,0.003535,3,0.2762,0.3712,0.1357,6.2,58.9,4,1,0,2007,341300.0
PROP-07103,North,Home Ownership,52.403648,4.931672,5.52,4,128.2,0.8248,28,0.4875,0.003285,2,0.2011,0.28,0.181,4.0,55.5,3,0,1,1997,638400.0
PROP-07104,South,Social Rental,52.340083,4.875695,3.95,2,53.4,0.4242,13,0.7782,0.004282,4,0.3657,0.0,0.2695,8.2,45.0,4,1,0,2012,292300.0
PROP-07105,South,Social Rental,52.335834,4.874609,4.42,4,123.4,0.7363,6,0.6754,0.004234,4,0.4215,0.074,0.224,5.5,59.6,1,1,1,2024,460600.0
PROP-07106,East,Home Ownership,52.364785,4.94596,5.69,3,64.9,0.8221,2,0.5415,0.003876,4,0.3264,0.1821,0.2465,4.8,61.4,1,1,1,2023,589800.0
PROP-07107,South,Home Ownership,52.340285,4.896044,3.3,5,125.7,0.6489,12,0.7517,0.004313,4,0.6584,0.3924,0.2854,5.2,50.3,3,1,1,2014,824100.0
PROP-07108,North,Social Rental,52.41105,4.903012,4.64,3,100.4,0.6837,70,0.5616,0.003645,3,0.5258,0.1256,0.2226,4.6,63.7,4,0,0,1957,243400.0
PROP-07109,East,Home Ownership,52.366347,4.950082,6.13,4,96.1,0.6956,5,0.7269,0.004698,4,0.2053,0.6129,0.0685,6.3,52.2,2,0,0,2021,462400.0
PROP-07110,South,Social Rental,52.363248,4.87468,2.38,5,152.7,0.8923,5,0.9137,0.004713,4,0.7231,0.2205,0.1625,5.6,46.2,1,1,1,2023,557300.0
PROP-07111,East,Social Rental,52.361105,4.953032,6.52,2,64.9,0.2263,8,0.5521,0.00435,4,0.2374,0.3407,0.2224,5.5,68.7,3,0,1,2020,240100.0
PROP-07112,South,Home Ownership,52.345778,4.897627,2.7,4,95.0,0.0165,37,0.7606,0.004595,4,0.7955,0.2735,0.2344,10.0,49.9,6,1,0,1989,419500.0
PROP-07113,Center,Social Rental,52.380847,4.904865,1.63,4,89.3,0.955,15,0.9752,0.004558,5,0.9038,0.4097,0.0,5.7,41.0,4,0,1,2024,548400.0
PROP-07114,South,Social Rental,52.347198,4.888278,2.64,2,43.2,0.39,12,0.7661,0.004477,5,0.6498,0.1848,0.2217,2.8,64.8,4,0,1,2019,278900.0
PROP-07115,East,Private Rental,52.377792,4.965107,7.83,3,87.8,0.8929,41,0.6846,0.003988,4,0.0,0.3952,0.1589,6.0,65.7,3,0,1,1995,492300.0
PROP-07116,North,Home Ownership,52.368231,4.93431,4.37,4,89.0,0.7788,1,0.3931,0.003079,3,0.4588,0.2125,0.1259,6.8,47.4,1,0,0,2024,494500.0
PROP-07117,South,Private Rental,52.322713,4.896773,5.25,2,59.8,0.6753,34,0.9627,0.004018,3,0.3787,0.4432,0.0,6.9,45.9,5,0,0,2011,465400.0
PROP-07118,South,Social Rental,52.334399,4.875171,4.52,5,173.8,0.4139,8,0.8723,0.004324,5,0.4042,0.4606,0.4398,7.6,46.9,2,0,0,2022,442500.0
PROP-07119,East,Social Rental,52.368026,4.951254,6.25,2,56.3,0.8615,120,0.6825,0.004236,3,0.2293,0.5071,0.1683,7.0,62.2,6,0,1,1907,252100.0
PROP-07120,West,Private Rental,52.368505,4.815438,8.83,4,86.3,0.8543,24,0.5673,0.003666,3,0.0596,0.4457,0.1724,7.1,61.0,3,0,1,2003,485200.0
PROP-07121,West,Home Ownership,52.387742,4.8553,4.83,3,75.1,0.2881,8,0.5255,0.003786,3,0.4605,0.1125,0.2615,4.8,58.0,3,0,1,2016,336400.0
PROP-07122,East,Home Ownership,52.360787,4.954885,6.73,5,120.5,0.6694,40,0.6229,0.004221,3,0.1028,0.299,0.1319,6.0,48.3,5,1,1,2000,630200.0
PROP-07123,East,Social Rental,52.369243,4.915692,2.3,2,62.3,0.9881,6,0.7715,0.00432,4,0.6636,0.2309,0.3191,4.7,47.3,2,0,0,2024,331000.0
PROP-07124,West,Social Rental,52.383354,4.812919,9.23,2,61.2,0.553,13,0.6716,0.004073,3,0.0,0.3473,0.3894,6.2,57.6,5,1,0,2011,243800.0
PROP-07125,East,Social Rental,52.369184,4.939763,4.97,4,118.7,0.9321,53,0.7036,0.003445,3,0.3725,0.0978,0.1037,5.8,53.7,5,0,1,1986,359000.0
PROP-07126,South,Social Rental,52.341557,4.879275,3.61,3,91.1,0.5189,8,0.8637,0.004572,4,0.6867,0.2492,0.0672,4.7,40.3,3,1,1,2024,381500.0
PROP-07127,East,Social Rental,52.366345,4.935759,4.54,3,67.7,0.2057,15,0.5695,0.003907,3,0.4516,0.3779,0.2886,5.6,55.0,3,1,0,2016,267800.0
PROP-07128,Center,Private Rental,52.363502,4.870062,2.86,4,128.3,0.9566,80,0.821,0.004392,5,0.6214,0.1212,0.2277,9.2,43.0,6,1,1,1959,731600.0
PROP-07129,Center,Social Rental,52.37987,4.90891,1.89,4,116.1,0.799,3,0.8277,0.004477,4,0.7735,0.4924,0.1034,8.6,50.4,1,1,1,2023,554000.0
PROP-07130,South,Social Rental,52.32955,4.8692,5.33,3,92.1,0.1541,5,0.7179,0.003491,3,0.4863,0.2788,0.4977,5.9,56.3,1,1,1,2024,305500.0
PROP-07131,North,Social Rental,52.391603,4.915451,3.3,4,129.5,0.2288,30,0.4795,0.003585,3,0.5236,0.4567,0.2103,3.8,53.4,6,1,1,2000,238200.0
PROP-07132,East,Social Rental,52.354889,4.960958,7.51,3,106.5,0.3005,2,0.6513,0.004067,3,0.0673,0.3133,0.2547,7.4,60.3,1,0,1,2024,284400.0
PROP-07133,West,Social Rental,52.379212,4.837116,6.51,3,67.6,0.089,46,0.688,0.004103,4,0.0673,0.1374,0.1126,6.6,53.6,7,1,0,1981,204000.0
PROP-07134,South,Social Rental,52.352559,4.92387,3.74,2,56.7,0.777,29,0.8791,0.003529,4,0.577,0.4023,0.0648,5.2,45.0,3,1,1,1997,351600.0
PROP-07135,East,Private Rental,52.350905,4.928261,4.26,5,130.8,0.7015,56,0.5721,0.004072,2,0.4768,0.3523,0.1651,7.2,50.3,6,0,0,1972,530600.0
PROP-07136,South,Home Ownership,52.354965,4.894065,1.67,3,80.3,0.4964,4,0.8019,0.003957,4,0.7975,0.3624,0.1886,7.3,47.3,3,0,0,2024,478500.0
PROP-07137,West,Social Rental,52.358106,4.868771,3.2,5,123.8,0.1555,60,0.5886,0.004254,3,0.4052,0.1857,0.2359,5.4,55.5,5,1,0,1982,280700.0
PROP-07138,North,Social Rental,52.394272,4.9007,2.77,3,85.4,0.9079,10,0.4339,0.00329,3,0.6218,0.4012,0.174,5.8,38.5,2,1,0,2016,296100.0
PROP-07139,East,Social Rental,52.34746,4.924715,4.14,2,70.9,0.2772,120,0.6774,0.003762,3,0.5001,0.2006,0.1404,6.1,66.7,7,0,1,1906,204400.0
PROP-07140,South,Social Rental,52.347231,4.870373,3.72,3,69.1,0.3038,2,0.7137,0.004096,3,0.5735,0.2286,0.0083,6.6,63.3,2,1,1,2024,328000.0
PROP-07141,East,Private Rental,52.365215,4.933116,4.26,3,70.0,0.9836,38,0.6742,0.003884,4,0.4478,0.4057,0.1817,5.2,58.2,6,0,1,1988,498800.0
PROP-07142,West,Home Ownership,52.390771,4.837912,6.74,5,100.9,0.0863,3,0.6042,0.003219,2,0.2677,0.2279,0.1035,5.8,50.9,2,1,0,2024,426600.0
PROP-07143,East,Social Rental,52.358098,4.939788,5.14,3,91.4,0.3314,7,0.586,0.004192,4,0.407,0.3961,0.2042,4.0,56.7,3,0,0,2024,272400.0
PROP-07144,West,Home Ownership,52.370381,4.822674,8.03,5,117.8,0.5971,3,0.6353,0.00366,2,0.0,0.2094,0.0882,7.8,60.5,1,1,0,2023,684100.0
PROP-07145,Center,Social Rental,52.371963,4.890687,0.53,5,157.6,0.055,8,0.8743,0.004408,5,0.9084,0.2314,0.1655,8.9,62.4,3,0,0,2024,409900.0
PROP-07146,West,Social Rental,52.38012,4.853024,4.79,4,81.2,0.8838,31,0.4738,0.004303,3,0.2074,0.3033,0.3571,4.2,50.2,7,1,1,2000,321200.0
PROP-07147,West,Social Rental,52.367016,4.858655,4.05,2,67.8,0.3779,33,0.6428,0.0032,3,0.4502,0.1813,0.0354,5.7,62.8,5,1,1,2004,238100.0
PROP-07148,West,Private Rental,52.370189,4.846285,5.41,3,101.4,0.8572,66,0.7213,0.003882,2,0.237,0.1583,0.2548,5.1,59.0,4,1,1,1958,467800.0
PROP-07149,West,Social Rental,52.355519,4.834252,6.93,2,69.7,0.597,19,0.6666,0.003532,3,0.1241,0.2015,0.0164,5.2,60.0,3,0,0,2005,262700.0
PROP-07150,West,Home Ownership,52.372081,4.855864,4.35,4,92.8,0.9413,39,0.7108,0.00402,3,0.4836,0.4137,0.2386,5.7,54.3,5,1,0,1992,726700.0
PROP-07151,East,Social Rental,52.366936,4.959046,7.12,3,97.8,0.8153,27,0.6047,0.004075,4,0.2177,0.3097,0.0017,4.9,62.6,4,0,1,2024,347200.0
PROP-07152,Center,Social Rental,52.378944,4.908873,1.83,4,90.3,0.0374,107,0.9322,0.004353,4,0.7533,0.4092,0.299,6.5,35.3,7,1,0,1922,304400.0
PROP-07153,South,Home Ownership,52.337677,4.903118,3.7,5,162.4,0.7874,19,0.8129,0.00396,4,0.5351,0.3839,0.1702,5.6,54.2,3,0,0,2005,1087600.0
PROP-07154,West,Social Rental,52.369494,4.838776,6.24,2,48.0,0.8372,41,0.6448,0.003609,3,0.1066,0.1997,0.0841,7.3,56.5,6,1,1,1983,257000.0
PROP-07155,East,Private Rental,52.369643,4.914175,2.13,5,141.3,0.7846,10,0.683,0.004421,3,0.7072,0.3819,0.0291,5.4,44.3,3,1,1,2015,680700.0
